gene	mr_id	rg_Tvalue	rg_Pvalue	enhancer	gene_type	utest_Pvalue	expectPvalue	group1_exp_mean	group2_exp_mean	rratio	dmr_KO_vs_P
LSM3	chr3:mr365	-0.9461613890568524	0.4439365713140157		5dist:5000:1000000	0.6666666666666666	0.6	7.136587901878109	6.198926791595873	0.1406261598198531	D
LSM3	chr3:mr362	-2.00617839162834	0.1826652375476783		5dist:5000:1000000	0.6666666666666666	0.4	7.136587901878109	6.198926791595873	0.1406261598198531	D
LSM3	chr3:mr361	-1.185436474263077	0.3576034933592295		5dist:5000:1000000	0.1666666666666666	0.6	7.136587901878109	6.198926791595873	0.1406261598198531	D
LSM3	chr3:mr334	-1.6336939619271822	0.2439320733686575		5dist:5000:1000000	0.3333333333333333	0.4	7.136587901878109	6.198926791595873	0.1406261598198531	D
MRPS25	chr3:mr408	-5.957776978965406	0.0270356089978702		5dist:5000:1000000	0.1666666666666666	0.0	7.904166789807136	6.954165599279757	0.127874537417824	D
MRPS25	chr3:mr404	-6.330781406614948	0.0240542434054377		5dist:5000:1000000	0.1666666666666666	0.0	7.904166789807136	6.954165599279757	0.127874537417824	D
MRPS25	chr3:mr475	-29.56786767780655	0.001141867289577		5dist:5000:1000000	0.1666666666666666	0.0	7.904166789807136	6.954165599279757	0.127874537417824	D
MRPS25	chr3:mr473	1.9316813796336807	0.1931265955705877		5dist:5000:1000000	1.0	0.1	7.904166789807136	6.954165599279757	0.127874537417824	D
MRPS25	chr3:mr472	-1.354422626780532	0.3083250336148846		5dist:5000:1000000	0.1666666666666666	0.2	7.904166789807136	6.954165599279757	0.127874537417824	D
MRPS25	chr3:mr406	-1.166663624906556	0.3636373508959044		5dist:5000:1000000	0.6666666666666666	0.2	7.904166789807136	6.954165599279757	0.127874537417824	D
MRPS25	chr3:mr481	-2.268499038784919	0.1513972731653301		5dist:5000:1000000	0.1666666666666666	0.0	7.904166789807136	6.954165599279757	0.127874537417824	D
MRPS25	chr3:mr492	0.818353469429122	0.4991478966807222		5dist:5000:1000000	0.8333333333333333	0.2	7.904166789807136	6.954165599279757	0.127874537417824	D
MRPS25	chr3:mr410	1.2165167008682825	0.3478704354926805		5dist:5000:1000000	1.0	0.1	7.904166789807136	6.954165599279757	0.127874537417824	D
MRPS25	chr3:mr476	1.5926749270959486	0.2522416757201033		5dist:5000:1000000	0.8333333333333333	0.1	7.904166789807136	6.954165599279757	0.127874537417824	D
MRPS25	chr3:mr497	-3.672577022805917	0.0667978330528999		5dist:5000:1000000	0.3333333333333333	0.0	7.904166789807136	6.954165599279757	0.127874537417824	D
MRPS25	chr3:mr407	1.7342953594278478	0.2250022810027027		5dist:5000:1000000	1.0	0.1	7.904166789807136	6.954165599279757	0.127874537417824	D
MRPS25	chr3:mr491	-1.0754669958781466	0.3946796167704892		5dist:5000:1000000	0.1666666666666666	0.3	7.904166789807136	6.954165599279757	0.127874537417824	D
MRPS25	chr3:mr477	0.8689999061546361	0.4764643607325681		5dist:5000:1000000	0.8333333333333333	0.2	7.904166789807136	6.954165599279757	0.127874537417824	D
MRPS25	chr3:mr411	-8.6239575684959	0.0131805571189809		5dist:5000:1000000	0.1666666666666666	0.0	7.904166789807136	6.954165599279757	0.127874537417824	D
MRPS25	chr3:mr490	2.8000768440205843	0.1073876228138527		5dist:5000:1000000	0.8333333333333333	0.0	7.904166789807136	6.954165599279757	0.127874537417824	D
MRPS25	chr3:mr495	-1.0468060046587138	0.405051245051156		5dist:5000:1000000	0.1666666666666666	0.3	7.904166789807136	6.954165599279757	0.127874537417824	D
MRPS25	chr3:mr469	0.8768380056696593	0.473049219544034		5dist:5000:1000000	0.8333333333333333	0.2	7.904166789807136	6.954165599279757	0.127874537417824	D
NR2C2	chr3:mr374	-2.6089774036069397	0.1208516591386886		5dist:5000:1000000	0.3333333333333333	0.1	9.758331990969207	8.296650896676825	0.161914425883231	D
NR2C2	chr3:mr360	1.222527599944042	0.3460243645700969		5dist:5000:1000000	0.8333333333333333	0.0	9.758331990969207	8.296650896676825	0.161914425883231	D
NR2C2	chr3:mr363	-1.897073753189295	0.198260476811289		5dist:5000:1000000	0.3333333333333333	0.4	9.758331990969207	8.296650896676825	0.161914425883231	D
NR2C2	chr3:mr381	-2.0624644136827044	0.1752622425750022		5dist:5000:1000000	0.1666666666666666	0.3	9.758331990969207	8.296650896676825	0.161914425883231	D
NR2C2	chr3:mr378	-3.1752872769740352	0.0865063502432044		5dist:5000:1000000	0.3333333333333333	0.1	9.758331990969207	8.296650896676825	0.161914425883231	D
NR2C2	chr3:mr362	-1.4219511077352611	0.2909667484468483		5dist:5000:1000000	0.6666666666666666	0.7	9.758331990969207	8.296650896676825	0.161914425883231	D
NR2C2	chr3:mr361	-3.81988269237168	0.0622066455671014		5dist:5000:1000000	0.1666666666666666	0.1	9.758331990969207	8.296650896676825	0.161914425883231	D
PLCL2	chr3:mr555	4.377799695456215	0.0484197608153873		5dist:5000:1000000	1.0	0.0	5.685680292334223	5.039435999673883	0.1205104495028912	D
PLCL2	chr3:mr511	-1.904160465378004	0.197194471711177		5dist:5000:1000000	0.1666666666666666	0.0	5.685680292334223	5.039435999673883	0.1205104495028912	D
PLCL2	chr3:mr474	-0.8983494433507064	0.4638063792936877		5dist:5000:1000000	0.1666666666666666	0.5	5.685680292334223	5.039435999673883	0.1205104495028912	D
PLCL2	chr3:mr505	-2.7220559821220816	0.1126157201739064		5dist:5000:1000000	0.1666666666666666	0.0	5.685680292334223	5.039435999673883	0.1205104495028912	D
PLCL2	chr3:mr475	-3.94756251762029	0.0585886212710918		5dist:5000:1000000	0.1666666666666666	0.0	5.685680292334223	5.039435999673883	0.1205104495028912	D
PLCL2	chr3:mr472	-1.7143892870433606	0.2285919119316087		5dist:5000:1000000	0.1666666666666666	0.0	5.685680292334223	5.039435999673883	0.1205104495028912	D
PLCL2	chr3:mr473	4.359053460574712	0.048807057668745		5dist:5000:1000000	1.0	0.0	5.685680292334223	5.039435999673883	0.1205104495028912	D
PLCL2	chr3:mr479	1.0436382216060087	0.4062162379025198		5dist:5000:1000000	0.6666666666666666	0.0	5.685680292334223	5.039435999673883	0.1205104495028912	D
PLCL2	chr3:mr530	-1.440098926086277	0.2865099052008055		5dist:5000:1000000	0.1666666666666666	0.0	5.685680292334223	5.039435999673883	0.1205104495028912	D
PLCL2	chr3:mr481	-2.1856327903947674	0.1604264405013879		5dist:5000:1000000	0.1666666666666666	0.0	5.685680292334223	5.039435999673883	0.1205104495028912	D
PLCL2	chr3:mr497	-1.8272473474720987	0.209186312861894		5dist:5000:1000000	0.3333333333333333	0.0	5.685680292334223	5.039435999673883	0.1205104495028912	D
PLCL2	chr3:mr544	-2.0076525183816547	0.1824660159661294		5dist:5000:1000000	0.1666666666666666	0.0	5.685680292334223	5.039435999673883	0.1205104495028912	D
PLCL2	chr3:mr491	-0.9781338244399526	0.4311584847369616		5dist:5000:1000000	0.1666666666666666	0.3	5.685680292334223	5.039435999673883	0.1205104495028912	D
PLCL2	chr3:mr486	-0.888462116997497	0.4680310963104104		5dist:5000:1000000	0.6666666666666666	0.5	5.685680292334223	5.039435999673883	0.1205104495028912	D
PLCL2	chr3:mr538	2.336474505410417	0.1445050504612702		5dist:5000:1000000	0.8333333333333333	0.0	5.685680292334223	5.039435999673883	0.1205104495028912	D
PLCL2	chr3:mr490	1.2740399921462953	0.3306731742578104		5dist:5000:1000000	0.8333333333333333	0.0	5.685680292334223	5.039435999673883	0.1205104495028912	D
PLCL2	chr3:mr553	-1.4390333773382509	0.286769224944998		5dist:5000:1000000	0.1666666666666666	0.0	5.685680292334223	5.039435999673883	0.1205104495028912	D
PLCL2	chr3:mr558	0.8283689114926911	0.494576979283988		5dist:5000:1000000	0.8333333333333333	0.2	5.685680292334223	5.039435999673883	0.1205104495028912	D
PLCL2	chr3:mr495	-1.6067691964401574	0.2493459552714418		5dist:5000:1000000	0.1666666666666666	0.0	5.685680292334223	5.039435999673883	0.1205104495028912	D
PLCL2	chr3:mr509	-1.835706248420385	0.2078208165004533		5dist:5000:1000000	0.1666666666666666	0.0	5.685680292334223	5.039435999673883	0.1205104495028912	D
PLCL2	chr3:mr540	-1.63492232513576	0.243688714502845		5dist:5000:1000000	0.1666666666666666	0.0	5.685680292334223	5.039435999673883	0.1205104495028912	D
PLCL2	chr3:mr559	-2.357305926891724	0.1424797936477523		5dist:5000:1000000	0.1666666666666666	0.0	5.685680292334223	5.039435999673883	0.1205104495028912	D
PLCL2	chr3:mr531	-3.570606911801877	0.0702689985519638		5dist:5000:1000000	0.1666666666666666	0.0	5.685680292334223	5.039435999673883	0.1205104495028912	D
PPARG	chr3:mr230	1.066018170916859	0.3980654814573816		5dist:5000:1000000	0.6666666666666666	0.8	4.754593242197068	7.644634855037005	-0.466164762866912	D
PPARG	chr3:mr263	9.58526179065304	0.0107095560921581		5dist:5000:1000000	1.0	0.0	4.754593242197068	7.644634855037005	-0.466164762866912	D
PPARG	chr3:mr270	11.336189072349203	0.007691878586647		5dist:5000:1000000	1.0	0.0	4.754593242197068	7.644634855037005	-0.466164762866912	D
PPARG	chr3:mr269	5.115062331035957	0.0361602760648633		5dist:5000:1000000	1.0	0.0	4.754593242197068	7.644634855037005	-0.466164762866912	D
PPARG	chr3:mr264	5.3351267302496375	0.0333833084461493		5dist:5000:1000000	1.0	0.0	4.754593242197068	7.644634855037005	-0.466164762866912	D
PPARG	chr3:mr271	8.634173438753859	0.0131499975209297		5dist:5000:1000000	1.0	0.0	4.754593242197068	7.644634855037005	-0.466164762866912	D
PPARG	chr3:mr265	2.7779404504722587	0.1088355008831389		5dist:5000:1000000	1.0	0.1	4.754593242197068	7.644634855037005	-0.466164762866912	D
PPARG	chr3:mr227	4.93982332815537	0.0386219549054743		5dist:5000:1000000	1.0	0.1	4.754593242197068	7.644634855037005	-0.466164762866912	D
PPARG	chr3:mr268	1.1590541637273557	0.3661169532619398		5dist:5000:1000000	1.0	0.8	4.754593242197068	7.644634855037005	-0.466164762866912	D
PPARG	chr3:mr273	0.8166025066040858	0.4999513528934194		5dist:5000:1000000	0.8333333333333333	0.8	4.754593242197068	7.644634855037005	-0.466164762866912	D
PPARG	chr3:mr266	2.326258332355786	0.1455128524208705		5dist:5000:1000000	0.8333333333333333	0.1	4.754593242197068	7.644634855037005	-0.466164762866912	D
SLC6A6	chr3:mr332	1.2955244537330737	0.324512828528514		5dist:5000:1000000	1.0	0.8	15.950815822493707	19.611053063006608	-0.2058517932394319	D
SLC6A6	chr3:mr319	0.8632507987681082	0.4789854638123281		5dist:5000:1000000	0.6666666666666666	0.8	15.950815822493707	19.611053063006608	-0.2058517932394319	D
SLC6A6	chr3:mr335	1.5612362617115902	0.2588579243365035		5dist:5000:1000000	0.8333333333333333	0.8	15.950815822493707	19.611053063006608	-0.2058517932394319	D
SLC6A6	chr3:mr333	-2.399895796097057	0.1384598511096268		5dist:5000:1000000	0.1666666666666666	0.0	15.950815822493707	19.611053063006608	-0.2058517932394319	D
SLC6A6	chr3:mr327	1.736248945469422	0.2246539805889481		5dist:5000:1000000	0.8333333333333333	0.6	15.950815822493707	19.611053063006608	-0.2058517932394319	D
SLC6A6	chr3:mr365	1.6274580831780756	0.245172355396461		5dist:5000:1000000	0.8333333333333333	0.8	15.950815822493707	19.611053063006608	-0.2058517932394319	D
SLC6A6	chr3:mr362	7.696959188172866	0.0164638781675812		5dist:5000:1000000	0.8333333333333333	0.3	15.950815822493707	19.611053063006608	-0.2058517932394319	D
SLC6A6	chr3:mr361	0.8639556983727847	0.4786756138788804		5dist:5000:1000000	1.0	0.8	15.950815822493707	19.611053063006608	-0.2058517932394319	D
SLC6A6	chr3:mr334	1.1202486154881657	0.3790712188157898		5dist:5000:1000000	0.6666666666666666	0.8	15.950815822493707	19.611053063006608	-0.2058517932394319	D
SRGAP3	chr3:mr91	0.8565795763768959	0.4819281210161298		5dist:5000:1000000	0.3333333333333333	0.8	0.6504634850597377	1.0229265995879773	-0.4451599396283636	D
SRGAP3	chr3:mr92	4.211026991767471	0.0520307790172758		5dist:5000:1000000	1.0	0.0	0.6504634850597377	1.0229265995879773	-0.4451599396283636	D
SRGAP3	chr3:mr93	1.8806308784353771	0.2007636588568156		5dist:5000:1000000	1.0	0.1	0.6504634850597377	1.0229265995879773	-0.4451599396283636	D
TPRXL	chr3:mr332	-3.158714004986725	0.0873007690757481		5dist:5000:1000000	0.1666666666666666	0.0	1.1222218629607907	0.1418836128633188	1.5510386891700771	D
TPRXL	chr3:mr333	7.670425434349791	0.0165751585519671		5dist:5000:1000000	1.0	0.0	1.1222218629607907	0.1418836128633188	1.5510386891700771	D
TPRXL	chr3:mr327	-0.9506334050103878	0.4421249876419012		5dist:5000:1000000	0.3333333333333333	0.8	1.1222218629607907	0.1418836128633188	1.5510386891700771	D
TRIM32	chr9:mr25	-0.9262310014014904	0.4521073116004352		5dist:5000:1000000	0.3333333333333333	0.8	10.625726293516168	7.680041465072769	0.321831333958807	D
TRIM32	chr9:mr9	-5.06196472185731	0.0368811889808247		5dist:5000:1000000	0.1666666666666666	0.1	10.625726293516168	7.680041465072769	0.321831333958807	D
TRIM32	chr9:mr27	-1.2679035468102091	0.3324585045566743		5dist:5000:1000000	0.6666666666666666	0.8	10.625726293516168	7.680041465072769	0.321831333958807	D
TRIM32	chr9:mr13	-1.5659408526813337	0.2578538342981351		5dist:5000:1000000	0.6666666666666666	0.7	10.625726293516168	7.680041465072769	0.321831333958807	D
TRIM32	chr9:mr7	-1.4355219269178934	0.2876258742213		5dist:5000:1000000	0.6666666666666666	0.8	10.625726293516168	7.680041465072769	0.321831333958807	D
TRIM32	chr9:mr24	1.0428233958747204	0.4065165059221123		5dist:5000:1000000	1.0	0.0	10.625726293516168	7.680041465072769	0.321831333958807	D
TRIM32	chr9:mr10	1.0133226041739605	0.417555914701506		5dist:5000:1000000	0.8333333333333333	0.0	10.625726293516168	7.680041465072769	0.321831333958807	D
TTLL3	chr3:mr91	-2.4781147607432548	0.1314773881794609		5dist:5000:1000000	0.3333333333333333	0.7	18.220958839700515	16.760044934640025	0.0835261283229447	D
TTLL3	chr3:mr92	-6.291842816255003	0.0243420789284443		5dist:5000:1000000	0.1666666666666666	0.1	18.220958839700515	16.760044934640025	0.0835261283229447	D
